,California,Texas,Florida,New York,Pennsylvania,Illinois,Ohio,Georgia,North Carolina,Michigan,New Jersey,Virginia,Washington,Arizona,Massachusetts,Tennessee,Indiana,Maryland,Missouri,Wisconsin,Colorado,Minnesota,South Carolina,Alabama,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Utah,Iowa,Nevada,Arkansas,Mississippi,Kansas,New Mexico,Nebraska,Idaho,West Virginia,Hawaii,New Hampshire,Maine,Rhode Island,Montana,Delaware,South Dakota,North Dakota,Alaska,District of Columbia,Vermont,Wyoming
0,482406.29754248867,185463.44527846374,244436.93700891588,236031.6458687871,156679.9413474079,147955.06131904796,135848.05000312583,198555.65926965492,191453.02288148084,141355.20438722,358607.7375603124,236739.6409132206,403132.0644167645,305540.13432941417,431375.16472782724,188407.11457377623,151442.0464042201,265408.68393793114,148262.4782410716,206435.44633095298,374683.274156712,221933.39509114847,167004.91031426346,117639.59599357867,113041.02344333324,119359.7381216115,358104.18660242745,116558.39729139752,296502.70422960975,391474.2937034595,127485.33861719887,330157.4493681452,111452.18302394488,96501.01033077143,118742.28839756204,195116.85896367667,166399.50511844098,334175.7742511798,88979.12908977257,466851.53379333904,345791.3423578483,254578.01113974836,376563.8500384394,274903.82116311433,270092.52041278424,184719.2284008617,159831.19291284753,240154.22365836892,366913.66694356553,261957.24479542728,233733.22491207163
